"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-07",102.1978,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-08",102.2004,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-09",102.2112,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-10",102.2044,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-11",102.1863,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-12",102.1551,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-01",102.3053,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-02",102.4659,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.4733,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.4522,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.3548,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.2377,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-07",102.1038,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.9146,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.6779,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.5441,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.636,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.7766,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-01",102.0122,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-02",102.217,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-03",102.2517,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-04",102.2469,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-05",102.2898,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-06",102.3008,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-07",102.2461,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-08",102.1856,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-09",102.1755,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.1552,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.2712,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.4321,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.6578,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.7096,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.6304,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.6123,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.5875,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.4907,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.458,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.4239,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.3751,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.2684,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.0214,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.5028,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-01",100.9889,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-02",100.6133,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.4513,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.4188,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.5395,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.6171,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.5326,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.2364,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-09",99.8096,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.65572,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.80086,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.1521,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.4918,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.6952,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.8792,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.931,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.9054,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.6591,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.3294,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.0576,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.81985,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.64036,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.65514,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.65266,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.47713,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.32144,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.40323,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.83017,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.2511,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.4047,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.4069,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.319,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.2841,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.43,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.7175,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-12",101.0158,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.2907,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.1789,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.0138,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.8454,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.7683,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.904,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.0136,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.9893,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.8723,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.7845,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.8477,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.9813,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.9668,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.8136,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.5878,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.4023,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.4692,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.7154,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.6234,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.0414,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.33403,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.10447,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-11",99.48492,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.0526,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.3087,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.2609,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.1316,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-04",99.88402,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-05",99.60655,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-06",99.58611,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-07",99.6217,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-08",99.71838,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.0286,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.4417,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.669,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.7826,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.814,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.5946,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.3272,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.156,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.0966,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.0566,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.0339,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-08",99.80843,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-09",99.55748,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-10",99.26778,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-11",98.98663,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-12",98.82122,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",98.66222,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",98.27956,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",97.81823,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",97.29822,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",96.92485,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",96.80744,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.00738,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.26067,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.33554,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.98812,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.73553,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.72817,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.73527,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.70964,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.90841,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.3495,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.72905,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.88618,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.84167,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.88468,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.05973,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.08891,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",98.10272,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.27411,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",98.43298,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.48714,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.48409,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.46402,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.46277,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.36936,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.08981,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",97.91931,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",97.86938,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",97.96613,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.21882,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.46516,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.5715,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.52332,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.2841,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.22675,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.21133,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.90961,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",97.34308,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",96.85951,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",96.79355,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.02104,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.45482,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.99139,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.44882,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.70384,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.82674,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.86118,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.80586,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.60328,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.5319,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.70021,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.01362,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.23837,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.15276,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.82186,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.69463,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.79668,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.96199,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.1722,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.50751,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.68085,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.6435,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.36513,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.9874,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.75388,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.85349,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.15454,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.32591,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.3954,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.42738,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.49977,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.48627,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.46008,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.45196,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.54607,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.7487,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0336,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.3831,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.7706,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.0318,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.034,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.9386,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.8845,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.8051,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.8191,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.7057,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.5185,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.3498,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.3787,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.4938,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.5897,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.6026,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.5658,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.5264,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.5482,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.6691,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.6473,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5024,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.3977,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.3788,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.4548,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.78,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.1134,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.2598,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.2476,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.2174,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.1783,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.108,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.0034,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.9629,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.0582,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.1775,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.3253,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.3055,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.224,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.2529,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.4104,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.5084,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.4593,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.3762,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.319,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.2858,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.2921,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.37,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.3643,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.3071,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1993-02",98.18581,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1993-03",98.32185,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1993-04",98.48268,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1993-05",98.60108,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1993-06",98.67327,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1993-07",98.67887,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1993-08",98.80585,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1993-09",98.93693,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.08811,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.31602,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.54747,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.80215,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.1433,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.5476,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.8901,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-05",101.1148,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-06",101.0458,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.8143,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.3143,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-09",99.85538,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-10",99.48427,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-11",99.06949,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1994-12",98.75886,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-01",98.48362,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-02",98.18275,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-03",97.76192,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-04",97.49013,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-05",97.44285,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-06",97.55331,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-07",97.79396,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-08",98.05646,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-09",98.28484,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-10",98.32806,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-11",98.29641,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1995-12",98.33609,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-01",98.37334,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-02",98.40064,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-03",98.47781,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-04",98.50341,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-05",98.43475,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-06",98.454,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-07",98.65339,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-08",98.91055,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-09",99.11089,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-10",99.27383,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-11",99.33343,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1996-12",99.21492,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-01",99.09159,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-02",99.06224,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-03",99.16914,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-04",99.34103,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-05",99.51635,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-06",99.73975,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-07",99.97713,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-08",100.247,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-09",100.4885,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-10",100.5983,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-11",100.6587,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1997-12",100.7034,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-01",100.8681,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.0672,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-03",101.223,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-04",101.2672,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-05",101.4265,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-06",101.756,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.9521,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.904,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.7091,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.5003,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.2289,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1998-12",100.9688,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-01",100.8437,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.7686,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.5946,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.3466,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.1968,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-06",100.1172,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-07",100.0016,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-08",100.0036,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-09",100.0772,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-10",100.2238,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-11",100.3518,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","1999-12",100.427,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-01",100.5556,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-02",100.3144,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-03",100.0506,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-04",99.89633,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-05",99.90748,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-06",99.88256,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-07",99.83086,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-08",99.82478,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-09",99.8503,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-10",99.96635,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-11",100.1164,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2000-12",100.2902,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-01",100.4318,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-02",100.6292,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.7721,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.8815,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.9668,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-06",101.0409,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-07",101.1118,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-08",101.137,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-09",101.1829,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-10",101.2465,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-11",101.2949,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2001-12",101.3274,
